step,probe_name,accuracy
4700,arbitrary_plural,0.95
4700,arbitrary_possessive,0.85
4700,arbitrary_progressive,1.0
4700,arbitrary_third_person,0.8
4700,infinitive,1.0
4700,long_distance_agreement,1.0
4700,plural_agreement,1.0
4700,verb_base_form,1.0
4750,adjective,1.0
4750,arbitrary_past_tense,1.0
4750,arbitrary_plural,0.95
4750,arbitrary_possessive,0.85
4750,arbitrary_progressive,1.0
4750,arbitrary_third_person,0.75
4750,infinitive,1.0
4750,long_distance_agreement,1.0
4750,plural_agreement,1.0
4750,verb_base_form,1.0
4800,adjective,1.0
4800,arbitrary_past_tense,1.0
4800,arbitrary_plural,0.95
4800,arbitrary_possessive,0.8
4800,arbitrary_progressive,1.0
4800,arbitrary_third_person,0.75
4800,infinitive,1.0
4800,long_distance_agreement,1.0
4800,plural_agreement,1.0
4800,verb_base_form,1.0
4850,adjective,1.0
4850,arbitrary_past_tense,1.0
4850,arbitrary_plural,0.95
4850,arbitrary_possessive,0.8
4850,arbitrary_progressive,1.0
4850,arbitrary_third_person,0.75
4850,infinitive,1.0
4850,long_distance_agreement,1.0
4850,plural_agreement,1.0
4850,verb_base_form,1.0
4900,adjective,1.0
4900,arbitrary_past_tense,1.0
4900,arbitrary_plural,0.95
4900,arbitrary_possessive,0.85
4900,arbitrary_progressive,1.0
4900,arbitrary_third_person,0.8
4900,infinitive,1.0
4900,long_distance_agreement,1.0
4900,plural_agreement,1.0
4900,verb_base_form,1.0
4950,adjective,1.0
4950,arbitrary_past_tense,1.0
4950,arbitrary_plural,0.95
4950,arbitrary_possessive,0.85
4950,arbitrary_progressive,1.0
4950,arbitrary_third_person,0.85
4950,infinitive,1.0
4950,long_distance_agreement,1.0
4950,plural_agreement,1.0
4950,verb_base_form,1.0
5000,adjective,1.0
5000,arbitrary_past_tense,1.0
5000,arbitrary_plural,0.95
5000,arbitrary_possessive,0.85
5000,arbitrary_progressive,1.0
5000,arbitrary_third_person,0.8
5000,infinitive,1.0
5000,long_distance_agreement,1.0
5000,plural_agreement,1.0
5000,verb_base_form,1.0
5050,adjective,1.0
5050,arbitrary_past_tense,1.0
5050,arbitrary_plural,0.95
5050,arbitrary_possessive,0.85
5050,arbitrary_progressive,1.0
5050,arbitrary_third_person,0.8
5050,infinitive,1.0
5050,long_distance_agreement,1.0
5050,plural_agreement,1.0
5050,verb_base_form,1.0
5100,adjective,1.0
5100,arbitrary_past_tense,1.0
5100,arbitrary_plural,0.95
5100,arbitrary_possessive,0.8
5100,arbitrary_progressive,1.0
5100,arbitrary_third_person,0.85
5100,infinitive,1.0
5100,long_distance_agreement,1.0
5100,plural_agreement,1.0
5100,verb_base_form,1.0
5150,adjective,1.0
5150,arbitrary_past_tense,1.0
5150,arbitrary_plural,0.95
5150,arbitrary_possessive,0.85
5150,arbitrary_progressive,1.0
5150,arbitrary_third_person,0.85
5150,infinitive,1.0
5150,long_distance_agreement,1.0
5150,plural_agreement,1.0
5150,verb_base_form,1.0
5200,adjective,1.0
5200,arbitrary_past_tense,1.0
5200,arbitrary_plural,0.95
5200,arbitrary_possessive,0.8
5200,arbitrary_progressive,1.0
5200,arbitrary_third_person,0.75
5200,infinitive,1.0
5200,long_distance_agreement,1.0
5200,plural_agreement,0.9
5200,verb_base_form,1.0
5250,adjective,1.0
5250,arbitrary_past_tense,1.0
5250,arbitrary_plural,0.95
5250,arbitrary_possessive,0.8
5250,arbitrary_progressive,1.0
5250,arbitrary_third_person,0.75
5250,infinitive,1.0
5250,long_distance_agreement,1.0
5250,plural_agreement,1.0
5250,verb_base_form,0.95
5300,adjective,1.0
5300,arbitrary_past_tense,1.0
5300,arbitrary_plural,0.95
5300,arbitrary_possessive,0.8
5300,arbitrary_progressive,1.0
5300,arbitrary_third_person,0.75
5300,infinitive,1.0
5300,long_distance_agreement,1.0
5300,plural_agreement,1.0
5300,verb_base_form,1.0
5350,adjective,1.0
5350,arbitrary_past_tense,1.0
5350,arbitrary_plural,0.95
5350,arbitrary_possessive,0.8
5350,arbitrary_progressive,0.95
5350,arbitrary_third_person,0.75
5350,infinitive,1.0
5350,long_distance_agreement,1.0
5350,plural_agreement,1.0
5350,verb_base_form,1.0
5400,adjective,1.0
5400,arbitrary_past_tense,1.0
5400,arbitrary_plural,0.95
5400,arbitrary_possessive,0.8
5400,arbitrary_progressive,0.95
5400,arbitrary_third_person,0.75
5400,infinitive,1.0
5400,long_distance_agreement,1.0
5400,plural_agreement,1.0
5400,verb_base_form,1.0
5450,adjective,1.0
5450,arbitrary_past_tense,1.0
5450,arbitrary_plural,0.9
5450,arbitrary_possessive,0.8
5450,arbitrary_progressive,0.95
5450,arbitrary_third_person,0.75
5450,infinitive,1.0
5450,long_distance_agreement,1.0
5450,plural_agreement,1.0
5450,verb_base_form,0.95
5500,adjective,1.0
5500,arbitrary_past_tense,1.0
5500,arbitrary_plural,0.95
5500,arbitrary_possessive,0.8
5500,arbitrary_progressive,0.95
5500,arbitrary_third_person,0.75
5500,infinitive,1.0
5500,long_distance_agreement,1.0
5500,plural_agreement,0.9
5500,verb_base_form,0.95
5550,adjective,1.0
5550,arbitrary_past_tense,1.0
5550,arbitrary_plural,0.95
5550,arbitrary_possessive,0.8
5550,arbitrary_progressive,0.95
5550,arbitrary_third_person,0.85
5550,infinitive,1.0
5550,long_distance_agreement,1.0
5550,plural_agreement,0.9
5550,verb_base_form,1.0
5600,adjective,1.0
5600,arbitrary_past_tense,1.0
5600,arbitrary_plural,0.95
5600,arbitrary_possessive,0.85
5600,arbitrary_progressive,1.0
5600,arbitrary_third_person,0.85
5600,infinitive,1.0
5600,long_distance_agreement,1.0
5600,plural_agreement,1.0
5600,verb_base_form,1.0
5650,adjective,1.0
5650,arbitrary_past_tense,1.0
5650,arbitrary_plural,0.95
5650,arbitrary_possessive,0.85
5650,arbitrary_progressive,1.0
5650,arbitrary_third_person,0.85
5650,infinitive,1.0
5650,long_distance_agreement,1.0
5650,plural_agreement,1.0
5650,verb_base_form,1.0
5700,adjective,1.0
5700,arbitrary_past_tense,1.0
5700,arbitrary_plural,0.95
5700,arbitrary_possessive,0.85
5700,arbitrary_progressive,1.0
5700,arbitrary_third_person,0.9
5700,infinitive,1.0
5700,long_distance_agreement,1.0
5700,plural_agreement,1.0
5700,verb_base_form,1.0
5750,adjective,1.0
5750,arbitrary_past_tense,1.0
5750,arbitrary_plural,0.95
5750,arbitrary_possessive,0.9
5750,arbitrary_progressive,1.0
5750,arbitrary_third_person,0.85
5750,infinitive,1.0
5750,long_distance_agreement,1.0
5750,plural_agreement,1.0
5750,verb_base_form,1.0
5800,adjective,1.0
5800,arbitrary_past_tense,1.0
5800,arbitrary_plural,0.95
5800,arbitrary_possessive,0.9
5800,arbitrary_progressive,1.0
5800,arbitrary_third_person,0.85
5800,infinitive,1.0
5800,long_distance_agreement,1.0
5800,plural_agreement,1.0
5800,verb_base_form,1.0
5850,adjective,1.0
5850,arbitrary_past_tense,1.0
5850,arbitrary_plural,0.95
5850,arbitrary_possessive,0.85
5850,arbitrary_progressive,1.0
5850,arbitrary_third_person,0.9
5850,infinitive,1.0
5850,long_distance_agreement,1.0
5850,plural_agreement,1.0
5850,verb_base_form,1.0
5900,adjective,1.0
5900,arbitrary_past_tense,1.0
5900,arbitrary_plural,0.95
5900,arbitrary_possessive,0.85
5900,arbitrary_progressive,1.0
5900,arbitrary_third_person,0.85
5900,infinitive,1.0
5900,long_distance_agreement,1.0
5900,plural_agreement,1.0
5900,verb_base_form,1.0
5950,adjective,1.0
5950,arbitrary_past_tense,1.0
5950,arbitrary_plural,0.95
5950,arbitrary_possessive,0.85
5950,arbitrary_progressive,1.0
5950,arbitrary_third_person,0.85
5950,infinitive,1.0
5950,long_distance_agreement,1.0
5950,plural_agreement,1.0
5950,verb_base_form,1.0
6000,adjective,1.0
6000,arbitrary_past_tense,1.0
6000,arbitrary_plural,0.95
6000,arbitrary_possessive,0.9
6000,arbitrary_progressive,1.0
6000,arbitrary_third_person,0.85
6000,infinitive,1.0
6000,long_distance_agreement,1.0
6000,plural_agreement,1.0
6000,verb_base_form,1.0
6050,adjective,1.0
6050,arbitrary_past_tense,1.0
6050,arbitrary_plural,0.95
6050,arbitrary_possessive,0.9
6050,arbitrary_progressive,0.95
6050,arbitrary_third_person,0.85
6050,infinitive,1.0
6050,long_distance_agreement,1.0
6050,plural_agreement,1.0
6050,verb_base_form,1.0
6100,adjective,1.0
6100,arbitrary_past_tense,1.0
6100,arbitrary_plural,0.95
6100,arbitrary_possessive,0.85
6100,arbitrary_progressive,0.95
6100,arbitrary_third_person,0.85
6100,infinitive,1.0
6100,long_distance_agreement,1.0
6100,plural_agreement,1.0
6100,verb_base_form,1.0
6150,adjective,1.0
6150,arbitrary_past_tense,1.0
6150,arbitrary_plural,0.95
6150,arbitrary_possessive,0.9
6150,arbitrary_progressive,0.95
6150,arbitrary_third_person,0.85
6150,infinitive,1.0
6150,long_distance_agreement,1.0
6150,plural_agreement,1.0
6150,verb_base_form,1.0
6200,adjective,1.0
6200,arbitrary_past_tense,1.0
6200,arbitrary_plural,0.95
6200,arbitrary_possessive,0.9
6200,arbitrary_progressive,0.95
6200,arbitrary_third_person,0.85
6200,infinitive,1.0
6200,long_distance_agreement,1.0
6200,plural_agreement,1.0
6200,verb_base_form,1.0
6250,adjective,1.0
6250,arbitrary_past_tense,1.0
6250,arbitrary_plural,0.95
6250,arbitrary_possessive,0.9
6250,arbitrary_progressive,0.95
6250,arbitrary_third_person,0.85
6250,infinitive,1.0
6250,long_distance_agreement,1.0
6250,plural_agreement,1.0
6250,verb_base_form,1.0
6300,adjective,1.0
6300,arbitrary_past_tense,1.0
6300,arbitrary_plural,0.95
6300,arbitrary_possessive,0.9
6300,arbitrary_progressive,0.95
6300,arbitrary_third_person,0.85
6300,infinitive,1.0
6300,long_distance_agreement,1.0
6300,plural_agreement,1.0
6300,verb_base_form,1.0
6350,adjective,1.0
6350,arbitrary_past_tense,1.0
6350,arbitrary_plural,0.95
6350,arbitrary_possessive,0.9
6350,arbitrary_progressive,0.95
6350,arbitrary_third_person,0.85
6350,infinitive,1.0
6350,long_distance_agreement,1.0
6350,plural_agreement,1.0
6350,verb_base_form,1.0
6400,adjective,1.0
6400,arbitrary_past_tense,1.0
6400,arbitrary_plural,0.95
6400,arbitrary_possessive,0.9
6400,arbitrary_progressive,0.95
6400,arbitrary_third_person,0.85
6400,infinitive,1.0
6400,long_distance_agreement,1.0
6400,plural_agreement,1.0
6400,verb_base_form,1.0
6450,adjective,1.0
6450,arbitrary_past_tense,1.0
6450,arbitrary_plural,0.95
6450,arbitrary_possessive,0.9
6450,arbitrary_progressive,0.95
6450,arbitrary_third_person,0.85
6450,infinitive,1.0
6450,long_distance_agreement,1.0
6450,plural_agreement,1.0
6450,verb_base_form,1.0
6500,adjective,1.0
6500,arbitrary_past_tense,1.0
6500,arbitrary_plural,0.95
6500,arbitrary_possessive,0.9
6500,arbitrary_progressive,0.95
6500,arbitrary_third_person,0.85
6500,infinitive,1.0
6500,long_distance_agreement,1.0
6500,plural_agreement,1.0
6500,verb_base_form,1.0
6550,adjective,1.0
6550,arbitrary_past_tense,1.0
6550,arbitrary_plural,0.95
6550,arbitrary_possessive,0.9
6550,arbitrary_progressive,0.95
6550,arbitrary_third_person,0.85
6550,infinitive,1.0
6550,long_distance_agreement,1.0
6550,plural_agreement,1.0
6550,verb_base_form,1.0
6580,adjective,1.0
6580,arbitrary_past_tense,1.0
6580,arbitrary_plural,0.95
6580,arbitrary_possessive,0.9
6580,arbitrary_progressive,0.95
6580,arbitrary_third_person,0.85
6580,infinitive,1.0
6580,long_distance_agreement,1.0
6580,plural_agreement,1.0
6580,verb_base_form,1.0
